date,review,exact_date,translated_review
2 years ago,Great experience to stay and experience the spiritual consciousness at Gowardhan ecovillage.  Everyone at the place includibg Gokul was very caring and lovely at heart. …,2022-05-19,Great experience to stay and experience the spiritual consciousness at Gowardhan ecovillage.  Everyone at the place includibg Gokul was very caring and lovely at heart. …
10 months ago,Its not like its in picture no god's in any temple no one to guide bad place to vist …,2023-07-23,Its not like its in picture no god's in any temple no one to guide bad place to vist …
2 years ago,"Good place to visit, for people who are inclined towards spirituality can also spend time in the temples praying to God. …",2022-05-19,"Good place to visit, for people who are inclined towards spirituality can also spend time in the temples praying to God. …"
2 years ago,It is really a beautiful place. It has a religious ambience and lot of Nature. Greenary around with scenic view. Ideal place for peace and to relax,2022-05-19,It is really a beautiful place. It has a religious ambience and lot of Nature. Greenary around with scenic view. Ideal place for peace and to relax
a year ago,Best place in the world to uplift your consciousness and shred away your inhabitions and anxiety and stress ...and rejuvenate your soul to connect with God Krsna in perfect set up of nature and cows...,2023-05-19,Best place in the world to uplift your consciousness and shred away your inhabitions and anxiety and stress ...and rejuvenate your soul to connect with God Krsna in perfect set up of nature and cows...
a year ago,Best spiritual place near surat and Mumbai vrindavan themed all temple river and spiritual places,2023-05-19,Best spiritual place near surat and Mumbai vrindavan themed all temple river and spiritual places
2 years ago,"Best retreat place I've been in a long long time.This place has different vibes all together.Beauty everywhere, a different kinda peace.",2022-05-19,"Best retreat place I've been in a long long time.This place has different vibes all together.Beauty everywhere, a different kinda peace."
a year ago,"Truly devotional atmosphere, spend one full day here to recharge your year : best who is in tention and depressed …",2023-05-19,"Truly devotional atmosphere, spend one full day here to recharge your year : best who is in tention and depressed …"
3 years ago,Very neat and clean place. Beautifully arrange place.gives peaceful vibes. And the people here is so friendly and of very sincere nature. Am flattered over here.,2021-05-19,Very neat and clean place. Beautifully arrange place.gives peaceful vibes. And the people here is so friendly and of very sincere nature. Am flattered over here.
a year ago,Hare Krishna! It was very happy memorable day i visited Wada Gowardhan Ecovillage. We got all the Aratis that day. Thanks Radha Rani and Krishna Balaramji. Esp Prabuji🙏🌹🙏 …,2023-05-19,Hare Krishna! It was very happy memorable day i visited Wada Gowardhan Ecovillage. We got all the Aratis that day. Thanks Radha Rani and Krishna Balaramji. Esp Prabuji🙏🌹🙏 …
a year ago,Hare Krishna Hare Krishna Krishna Krishna Hare HareHare Rama Hare Rama Rama Rama Hare HareVery spritual moments experienced there. …,2023-05-19,Hare Krishna Hare Krishna Krishna Krishna Hare HareHare Rama Hare Rama Rama Rama Hare HareVery spritual moments experienced there. …
3 years ago,"Very good calm and quite place.Best place for rejenuvatigate .Best food, keep you away from routine. No TV , you are in a spiritual …",2021-05-19,"Very good calm and quite place.Best place for rejenuvatigate .Best food, keep you away from routine. No TV , you are in a spiritual …"
3 years ago,"If u want real Calmness, A happier and peace of mind, Stay here...!!!This is an owesome place where akhand harinam sankirtana is playing with very joyfully,  thought provoking lectures are given by well known intellectual Prabhu …",2021-05-19,"If u want real Calmness, A happier and peace of mind, Stay here...!!!This is an owesome place where akhand harinam sankirtana is playing with very joyfully,  thought provoking lectures are given by well known intellectual Prabhu …"
2 years ago,A wonderful place for a retreat and anyone who is on a spiritual quest.Many outstanding temples which have great design and traditional architecture. …,2022-05-19,A wonderful place for a retreat and anyone who is on a spiritual quest.Many outstanding temples which have great design and traditional architecture. …
a year ago,You will find easy to express your love and affection towards Cows and their Calf’s …,2023-05-19,You will find easy to express your love and affection towards Cows and their Calf’s …
3 years ago,"Magical paradise where Vrindavan has been recreated in a creative forest at Wada Maharashtra with quaint temples, open air dining under a cascade of tall trees, hills and lakes, but the high point for me is the serene Yamuna Aarti every …",2021-05-19,"Magical paradise where Vrindavan has been recreated in a creative forest at Wada Maharashtra with quaint temples, open air dining under a cascade of tall trees, hills and lakes, but the high point for me is the serene Yamuna Aarti every …"
11 months ago,A beautiful divine place.. Perfect place to get the spiritual connect.. …,2023-06-23,A beautiful divine place.. Perfect place to get the spiritual connect.. …
3 years ago,It's a wonderful experience...such a serene place less than 2 hours drive from Mumbai... Fascinating to know that 100 acres of ecovillage is completely self sustaining and zero waste generating..a perfect place to rewind and …,2021-05-19,It's a wonderful experience...such a serene place less than 2 hours drive from Mumbai... Fascinating to know that 100 acres of ecovillage is completely self sustaining and zero waste generating..a perfect place to rewind and …
a year ago,"The place is situated in the basket of nature, it feels divine to be there. Great place",2023-05-19,"The place is situated in the basket of nature, it feels divine to be there. Great place"
5 years ago,Nature friendly village with temples,2019-05-20,Nature friendly village with temples
7 years ago,"Its w wonderful place, just 100 kms from Mumbai its unbelievable seems in altogether different world. The ECO word is defined here no need to see the dictionary meaning. Had really enjoyed being there and will surely visit again",2017-05-20,"Its w wonderful place, just 100 kms from Mumbai its unbelievable seems in altogether different world. The ECO word is defined here no need to see the dictionary meaning. Had really enjoyed being there and will surely visit again"
2 years ago,An amazing place for a family vacation.ISKCON take a bow..Felt one with nature with homely saatvik meals. …,2022-05-19,An amazing place for a family vacation.ISKCON take a bow..Felt one with nature with homely saatvik meals. …
a year ago,Divine feeling. Nature's beauty. Hawan kirtan Aarti must attend. Rooms v neat n good hospitality. …,2023-05-19,Divine feeling. Nature's beauty. Hawan kirtan Aarti must attend. Rooms v neat n good hospitality. …
6 years ago,Awesome place to go for a day,2018-05-20,Awesome place to go for a day
a year ago,"Good experience to visit the place....Replication of the Vrindavan and Govardhan places, you can call it as mini Vrindavan & mini Govardhan. …",2023-05-19,"Good experience to visit the place....Replication of the Vrindavan and Govardhan places, you can call it as mini Vrindavan & mini Govardhan. …"
5 years ago,Luxury stay in Traditional style.  Great food. Awesome facilities. More than comfortable stay. Amenities like pool.  ayurvedic spa. Liberating yamuna Arti experience. And loveliest deities. At the temple. Mini Vrndavan.,2019-05-20,Luxury stay in Traditional style.  Great food. Awesome facilities. More than comfortable stay. Amenities like pool.  ayurvedic spa. Liberating yamuna Arti experience. And loveliest deities. At the temple. Mini Vrndavan.
8 months ago,Beautiful place and deities and Devotees and Kirtan and Krishna Conscious …,2023-09-21,Beautiful place and deities and Devotees and Kirtan and Krishna Conscious …
3 years ago,There is a beauty of nature...greenry ...must visit ....its a devotional place....got peace of mind...very kind and cooperative guide and food  at zero cost...all about gokul mathura vrundavan giriraj shyamkund radhakund at one place.....between manor and wada.....love this place..,2021-05-19,There is a beauty of nature...greenry ...must visit ....its a devotional place....got peace of mind...very kind and cooperative guide and food  at zero cost...all about gokul mathura vrundavan giriraj shyamkund radhakund at one place.....between manor and wada.....love this place..
5 years ago,"We stayed here for 2 nights .This is an iskcon chowpatty venture, initiated by his holiness swami Radhanath maharaj. …",2019-05-20,"We stayed here for 2 nights .This is an iskcon chowpatty venture, initiated by his holiness swami Radhanath maharaj. …"
a week ago,Osm place for relaxation,2024-05-11,Osm place for relaxation
a year ago,"Spiritual Place with rendering peace, happiness & all requirement for making one's life motivated to progress for successful life.",2023-05-19,"Spiritual Place with rendering peace, happiness & all requirement for making one's life motivated to progress for successful life."
11 months ago,"verry nice place, shanti ....open area.....prasad ( food ) .......all are too much good......😊😊",2023-06-23,"verry nice place, shanti ....open area.....prasad ( food ) .......all are too much good......😊😊"
9 years ago,"GEV is a paradise on earth. It is a symbol of compassion, love and dignity for every living creature. Please make every attempt to visit GEV in this lifetime. I left my heart, mind and soul in this wonderful place and hope that I get called …",2015-05-21,"GEV is a paradise on earth. It is a symbol of compassion, love and dignity for every living creature. Please make every attempt to visit GEV in this lifetime. I left my heart, mind and soul in this wonderful place and hope that I get called …"
3 years ago,Very great spiritual place. Very clean. But no proper transportation facilities for senior citizens. Wheel chair is also not available for senior citizens. Must visit,2021-05-19,Very great spiritual place. Very clean. But no proper transportation facilities for senior citizens. Wheel chair is also not available for senior citizens. Must visit
3 years ago,"Govardhan eco village very nice  and quiet place to have peace of mind, if you are in wada must visit with family, friends & groups.Replica of vrindavan , Barsana . Tour guide to help you . No entry charges, free prasad for everyone. Inside …",2021-05-19,"Govardhan eco village very nice  and quiet place to have peace of mind, if you are in wada must visit with family, friends & groups.Replica of vrindavan , Barsana . Tour guide to help you . No entry charges, free prasad for everyone. Inside …"
6 years ago,Very peaceful and pleasant experience. We don't feel that we are in the middle of forest. All the necessities are nicely provided. Will be a great place for spiritual activities.,2018-05-20,Very peaceful and pleasant experience. We don't feel that we are in the middle of forest. All the necessities are nicely provided. Will be a great place for spiritual activities.
2 years ago,"Best tourism attraction for family, Best Temple ever I have found near by, Food is also good for free also and paid also.. It's on your choice.. Good sensation",2022-05-19,"Best tourism attraction for family, Best Temple ever I have found near by, Food is also good for free also and paid also.. It's on your choice.. Good sensation"
5 years ago,Excellent and amazing experience ... We are fortunate that we Got association of Senior vaishnava like HG Gaurang Prabhu ji and also take Darshan of HH Radhanath Maharaj .... This is the place where we have opportunity to strong our sadhana …,2019-05-20,Excellent and amazing experience ... We are fortunate that we Got association of Senior vaishnava like HG Gaurang Prabhu ji and also take Darshan of HH Radhanath Maharaj .... This is the place where we have opportunity to strong our sadhana …
a year ago,Good place 🙂Peace ☮️✌️,2023-05-19,Good place 🙂Peace ☮️✌️
2 years ago,"Excellent experience of Vrindavan in Mumbai, brilliant hospitality. Great opportunity to meet wonderful souls. Simply amazing …",2022-05-19,"Excellent experience of Vrindavan in Mumbai, brilliant hospitality. Great opportunity to meet wonderful souls. Simply amazing …"
3 years ago,A very peaceful place where you can relieve your stress. Participating in evening Kirtan and Aarti is itself a spiritual experience.,2021-05-19,A very peaceful place where you can relieve your stress. Participating in evening Kirtan and Aarti is itself a spiritual experience.
3 years ago,"Fantastic interiors, and compound....but not many activities for kids etc ...unless you are a krishna bhakt you wont find it like a weekend getaway …",2021-05-19,"Fantastic interiors, and compound....but not many activities for kids etc ...unless you are a krishna bhakt you wont find it like a weekend getaway …"
5 months ago,Simply awesome...serene experience...,2023-12-20,Simply awesome...serene experience...
a year ago,Very nice experience......Pleasant and peaceful environment... with full of positive energy.👌👌👍,2023-05-19,Very nice experience......Pleasant and peaceful environment... with full of positive energy.👌👌👍
a year ago,One of a kind experience and everyone should visit this place atleast once. F. Y. I visit for two night stay. One night and two days are not enough for this place. …,2023-05-19,One of a kind experience and everyone should visit this place atleast once. F. Y. I visit for two night stay. One night and two days are not enough for this place. …
7 years ago,"Awesome place for self realization, Relax and enlightenment for spiritual wisdom, offering my humble obbessiances at lotus feet to each and every devotee for their endeavour to give a goloka vrindavan to each n every one.",2017-05-20,"Awesome place for self realization, Relax and enlightenment for spiritual wisdom, offering my humble obbessiances at lotus feet to each and every devotee for their endeavour to give a goloka vrindavan to each n every one."
a year ago,Nice peaceful place,2023-05-19,Nice peaceful place
3 years ago,Vibes of peace and devotions with beautiful nature surroundings. A model of vrindavan with yamuna river is a special attraction. Best place to visit.,2021-05-19,Vibes of peace and devotions with beautiful nature surroundings. A model of vrindavan with yamuna river is a special attraction. Best place to visit.
a year ago,Absolutely amazing place... Go and Connect with your own soul.. Seeing is believing.. Hare Krishna,2023-05-19,Absolutely amazing place... Go and Connect with your own soul.. Seeing is believing.. Hare Krishna
a year ago,One of the most scenic place with a highest serenity also just 90mins drive from Borivali makes it the choicest weekend destination …,2023-05-19,One of the most scenic place with a highest serenity also just 90mins drive from Borivali makes it the choicest weekend destination …
a year ago,"Place is good , very pleaceful . But they only entertained guest people not a tourist  peolpe . Overall the food place is good.",2023-05-19,"Place is good , very pleaceful . But they only entertained guest people not a tourist  peolpe . Overall the food place is good."
a year ago,It was a nice place with calm and quiet peaceful atmosphere. Good embiance humble Seva everything good and best service by Goverdhan,2023-05-19,It was a nice place with calm and quiet peaceful atmosphere. Good embiance humble Seva everything good and best service by Goverdhan
a year ago,🙏Divine🙏Vrindavan comes to bless the people of Mumbai and surrounding region.Should not miss this experience of the Marvel Govardhan Ecovillage 🙏 …,2023-05-19,🙏Divine🙏Vrindavan comes to bless the people of Mumbai and surrounding region.Should not miss this experience of the Marvel Govardhan Ecovillage 🙏 …
4 years ago,"I Just loved this place.. Wonderful place on this planet.. People here very much co-operative, very much helpful. ISKCON is helping alot of people nearby village people. Its Eco-friendly place. SIMPLE LIVING & HIGH THINKING.JAI SHREE KRISHNA 🙏",2020-05-19,"I Just loved this place.. Wonderful place on this planet.. People here very much co-operative, very much helpful. ISKCON is helping alot of people nearby village people. Its Eco-friendly place. SIMPLE LIVING & HIGH THINKING.JAI SHREE KRISHNA 🙏"
6 months ago,Awesome place to visit... Peaceful...,2023-11-20,Awesome place to visit... Peaceful...
5 years ago,"This place rejuvenate your mind, makes you feel peacefull, you can feel your own joy.Parallelly you can understand the lord krishna's message & his obeyed follower's.",2019-05-20,"This place rejuvenate your mind, makes you feel peacefull, you can feel your own joy.Parallelly you can understand the lord krishna's message & his obeyed follower's."
6 years ago,Good place for relaxation from your routine exhaustive life. Best time to go is between November to March. If you love rain you can go in monsoon.,2018-05-20,Good place for relaxation from your routine exhaustive life. Best time to go is between November to March. If you love rain you can go in monsoon.
3 years ago,It's relaxing place,2021-05-19,It's relaxing place
9 years ago,Namaskar !It is very good Experience all of us.Students learn many new things and enjoy the Trip. Govardhan Eco Village is  good  Sustainable project.all students and …,2015-05-21,Namaskar !It is very good Experience all of us.Students learn many new things and enjoy the Trip. Govardhan Eco Village is  good  Sustainable project.all students and …
a year ago,It's  a great place to visit.. but stay is costly. It's 4k for 2 people for a day. And nearby there's hardly any hotel facility. …,2023-05-19,It's  a great place to visit.. but stay is costly. It's 4k for 2 people for a day. And nearby there's hardly any hotel facility. …
6 years ago,"It's a place where you can relax n forget about busy life...  Superb structure, awesome climate. Awesome people. Get close to nature n spirituality",2018-05-20,"It's a place where you can relax n forget about busy life...  Superb structure, awesome climate. Awesome people. Get close to nature n spirituality"
3 years ago,"It was a great experience for all of us. The accommodation, food, village upkeep and general service level was good. Lots of things to explore. Vkbajaj",2021-05-19,"It was a great experience for all of us. The accommodation, food, village upkeep and general service level was good. Lots of things to explore. Vkbajaj"
a year ago,"Amazing place to visit to experience some peace, beautiful nature and krishna blessings. Hare Rama Hare Krishna …",2023-05-19,"Amazing place to visit to experience some peace, beautiful nature and krishna blessings. Hare Rama Hare Krishna …"
a year ago,"Lovely place , you can do Vrajyatra without going to Vraj.. awesome place …",2023-05-19,"Lovely place , you can do Vrajyatra without going to Vraj.. awesome place …"
10 months ago,Awesome.... Please visit with your family....Hare Krishna,2023-07-23,Awesome.... Please visit with your family....Hare Krishna
3 years ago,Best place to vist and natural beauty.where people go for yoga and meditation. It has also have waste management system where water is treatment is done that water is used for flushing and crop cultivation and also have machine which …,2021-05-19,Best place to vist and natural beauty.where people go for yoga and meditation. It has also have waste management system where water is treatment is done that water is used for flushing and crop cultivation and also have machine which …
3 years ago,"Beautiful place with divine experience , we learned  yoga practices amidst nature, trekking was wonderful experience, learned how to connect with nature and do the things mindfully …",2021-05-19,"Beautiful place with divine experience , we learned  yoga practices amidst nature, trekking was wonderful experience, learned how to connect with nature and do the things mindfully …"
6 years ago,"This is a sacred temple for Hindu people who follow Lord Krsna. Well connected by road and fully modern village with farms, agricultural fields, eco friendly fertilizer making and much more....",2018-05-20,"This is a sacred temple for Hindu people who follow Lord Krsna. Well connected by road and fully modern village with farms, agricultural fields, eco friendly fertilizer making and much more...."
7 years ago,"Iskon Krishna Temple complex streched over 73 acres of land with stay, study, meditate, work and pray. Beautifully landscaped Recreation of Vrindavan Temples. Eco Stay Living. Managing Iskon Mid Day Means for 40000 school kids in and around schools in Wada Taluka.",2017-05-20,"Iskon Krishna Temple complex streched over 73 acres of land with stay, study, meditate, work and pray. Beautifully landscaped Recreation of Vrindavan Temples. Eco Stay Living. Managing Iskon Mid Day Means for 40000 school kids in and around schools in Wada Taluka."
2 years ago,"Huge and large area of 230 acres, little bit of Network connectivity issue, well maintained campus with Battery operated mobile cars",2022-05-19,"Huge and large area of 230 acres, little bit of Network connectivity issue, well maintained campus with Battery operated mobile cars"
5 years ago,"Must visit place. It is managed by ISKON . If you want to stay for whole daynit will cost 800 per person. Including meal , sight seeing. They have created replica of Vrindavan.",2019-05-20,"Must visit place. It is managed by ISKON . If you want to stay for whole daynit will cost 800 per person. Including meal , sight seeing. They have created replica of Vrindavan."
9 years ago,"It is a very nice place to visit, ecofriendly and sustainable.  It brings us closer to nature. The facilities provided over here are very good and so are the people over there. And also their work for the rural people and the villages over there is amazing.",2015-05-21,"It is a very nice place to visit, ecofriendly and sustainable.  It brings us closer to nature. The facilities provided over here are very good and so are the people over there. And also their work for the rural people and the villages over there is amazing."
2 years ago,"Holy place, Can get free Prasad from 12.30 to 2 pm .Staff is cooperative, Nice and clean surroundings",2022-05-19,"Holy place, Can get free Prasad from 12.30 to 2 pm .Staff is cooperative, Nice and clean surroundings"
2 years ago,Wonderful spiritual experience,2022-05-19,Wonderful spiritual experience
a year ago,Very good maintain and nice atmosphere. Must to visit.,2023-05-19,Very good maintain and nice atmosphere. Must to visit.
a year ago,Excellent place to visit with family if possible one can stay over night for a better experience …,2023-05-19,Excellent place to visit with family if possible one can stay over night for a better experience …
2 years ago,Excellent weekend getaway from the city to take in fresh air and amazing temples- replicas of Vrindavan..sumptuous wholesome Vaishnava meals..go spoil yourself..you've earned it!!,2022-05-19,Excellent weekend getaway from the city to take in fresh air and amazing temples- replicas of Vrindavan..sumptuous wholesome Vaishnava meals..go spoil yourself..you've earned it!!
11 months ago,Wonderful atmosphere...pious and serene...very well built …,2023-06-23,Wonderful atmosphere...pious and serene...very well built …
2 years ago,"Had the great fortune of visiting Govardhan Eco Village in 2019 with my family...had the best time..the atmosphere is so spiritually surcharged...classy, simple and comfortable...can't wait to go back again and again and again......",2022-05-19,"Had the great fortune of visiting Govardhan Eco Village in 2019 with my family...had the best time..the atmosphere is so spiritually surcharged...classy, simple and comfortable...can't wait to go back again and again and again......"
a year ago,Nice place to visit.But you have to visit here with guide and network connectivity is also not there.,2023-05-19,Nice place to visit.But you have to visit here with guide and network connectivity is also not there.
a year ago,Super experienceSpend a day time here,2023-05-19,Super experienceSpend a day time here
5 years ago,"Gev resorts is amazing place to visit everyone Indian and westine people everyday can stay over here a comfortable. It's really good place, everyone can enjoy over here.",2019-05-20,"Gev resorts is amazing place to visit everyone Indian and westine people everyday can stay over here a comfortable. It's really good place, everyone can enjoy over here."
9 months ago,"Spiritual place with decent staff,they guide really excellent. …",2023-08-22,"Spiritual place with decent staff,they guide really excellent. …"
2 years ago,'Serene' is how I can describe the place. Far away from stressed and hectic atmosphere of city. Helps to relax your body and soul.,2022-05-19,'Serene' is how I can describe the place. Far away from stressed and hectic atmosphere of city. Helps to relax your body and soul.
7 years ago,"It's a heavenly experience, like you are not in this world anymore. The vibes here are extremely positive. Perfect example of self-sufficiency. A much needed escape from busy material city life.",2017-05-20,"It's a heavenly experience, like you are not in this world anymore. The vibes here are extremely positive. Perfect example of self-sufficiency. A much needed escape from busy material city life."
a year ago,Amazing superb quality spirituality and hospitality near mumbai but away from mumbai lifestyle..nature god and yourself..lovely …,2023-05-19,Amazing superb quality spirituality and hospitality near mumbai but away from mumbai lifestyle..nature god and yourself..lovely …
10 months ago,This place is very beautiful place ☺️Full Fun and good enjoying 😃😁 …,2023-07-23,This place is very beautiful place ☺️Full Fun and good enjoying 😃😁 …
8 years ago,Very good place to relax body and soul with nature and spirituality atmosphere.we will visit again after completion   of Govardhan  and  Yamuna …,2016-05-20,Very good place to relax body and soul with nature and spirituality atmosphere.we will visit again after completion   of Govardhan  and  Yamuna …
9 months ago,"Good place to visit with family, huge area explore",2023-08-22,"Good place to visit with family, huge area explore"
3 years ago,Superb place to visit. Total area is well maintained. Holy atmosphere everywhere. Thanks Escon for creating such a wonderful place.,2021-05-19,Superb place to visit. Total area is well maintained. Holy atmosphere everywhere. Thanks Escon for creating such a wonderful place.
a year ago,Good place to visit..  Very nice mandir..  Nice place to visit nature... …,2023-05-19,Good place to visit..  Very nice mandir..  Nice place to visit nature... …
a year ago,Amazing experience …,2023-05-19,Amazing experience …
a year ago,"Best place ,must visit.Place is kept very clean.Well maintained gardens. …",2023-05-19,"Best place ,must visit.Place is kept very clean.Well maintained gardens. …"
a week ago,Very nice place …,2024-05-11,Very nice place …
2 years ago,Beautiful place to visit for mental peace. Well maintained. Good staff with good hospitality. Really amazing.,2022-05-19,Beautiful place to visit for mental peace. Well maintained. Good staff with good hospitality. Really amazing.
4 years ago,the best reason to fly to Mumbai is to get in a car and come here. it is absolutely magical. Do not miss out!,2020-05-19,the best reason to fly to Mumbai is to get in a car and come here. it is absolutely magical. Do not miss out!
2 years ago,Very peaceful place. Guides take you through the vrindavan setup and brief on the stories of lord Krishna.,2022-05-19,Very peaceful place. Guides take you through the vrindavan setup and brief on the stories of lord Krishna.
3 years ago,This place is very beautiful,2021-05-19,This place is very beautiful
8 months ago,Wonderful and peaceful place ❤️Radhe radhe ! 🙇,2023-09-21,Wonderful and peaceful place ❤️Radhe radhe ! 🙇
10 months ago,"Don't go for a day trip it's of no use unless you go with friends......,Staying is preferred by me",2023-07-23,"Don't go for a day trip it's of no use unless you go with friends......,Staying is preferred by me"
5 years ago,"If you want to find a peacefull place in India - this is it. There is all what you need. Yoga, good food, swimming pool and nice people.",2019-05-20,"If you want to find a peacefull place in India - this is it. There is all what you need. Yoga, good food, swimming pool and nice people."
a year ago,A Mini Vrindavan for Mumbaikars. Please attend evening aarti it is marvelous. …,2023-05-19,A Mini Vrindavan for Mumbaikars. Please attend evening aarti it is marvelous. …
2 years ago,most beautiful place,2022-05-19,most beautiful place
2 years ago,Excellent place. It's worth visiting it. If you stressed then it acts as a wonderful stress reliever,2022-05-19,Excellent place. It's worth visiting it. If you stressed then it acts as a wonderful stress reliever
5 years ago,Goverdhan Eco village wada MaharastraThis is very beautiful palaceTheir is very beautiful Krishna temple …,2019-05-20,Goverdhan Eco village wada MaharastraThis is very beautiful palaceTheir is very beautiful Krishna temple …
3 days ago,Best placeVisit,2024-05-15,Best placeVisit
2 years ago,Jay Shree Krishna,2022-05-19,Jay Shree Krishna
5 years ago,"Seems a little scammy. Lots of westerners for Ayurvedic Treatments. Doesn't have that Ashram feel.  Well kept, though, and a good idea in concept.",2019-05-20,"Seems a little scammy. Lots of westerners for Ayurvedic Treatments. Doesn't have that Ashram feel.  Well kept, though, and a good idea in concept."
a year ago,It's best place to come close to nature with very good spiritual ambience.,2023-05-19,It's best place to come close to nature with very good spiritual ambience.
2 years ago,"Very holy place , Prasad (Lunch) Free from 12.30 to 2 pm .Nice infrastructure , Holy Temples",2022-05-19,"Very holy place , Prasad (Lunch) Free from 12.30 to 2 pm .Nice infrastructure , Holy Temples"
5 years ago,Nice place to spend one night here. Satvik food was provided here which was good. Rooms are good and very well maintained. Room doesn't have TV here.,2019-05-20,Nice place to spend one night here. Satvik food was provided here which was good. Rooms are good and very well maintained. Room doesn't have TV here.
2 years ago,"Very Nice place , for tourism, for God krishna bhakti ras and so much ....to learn",2022-05-19,"Very Nice place , for tourism, for God krishna bhakti ras and so much ....to learn"
5 years ago,"Very nice place to visit with familyPlace consist gaushala, swimming pool, really good tent House on some amount of decent height, horse riding, place have recycling system for everything they are utilizing each and everything very nicely.",2019-05-20,"Very nice place to visit with familyPlace consist gaushala, swimming pool, really good tent House on some amount of decent height, horse riding, place have recycling system for everything they are utilizing each and everything very nicely."
2 months ago,It's worth a visit,2024-03-19,It's worth a visit
7 years ago,The perfect place to detach from social pressures and technology. You feel a deeper connection with nature and God each and every day. The simplistic way of life is very intriguing.,2017-05-20,The perfect place to detach from social pressures and technology. You feel a deeper connection with nature and God each and every day. The simplistic way of life is very intriguing.
3 years ago,Good place to find Shantiiiiiii,2021-05-19,Good place to find Shantiiiiiii
5 years ago,"Worth Visiting ""Govardhan Eco Village"", Place where you can relax and find inner peace with the help of ""Nature"" around you! Food is very good! Overall management is helpful.Must visit once!",2019-05-20,"Worth Visiting ""Govardhan Eco Village"", Place where you can relax and find inner peace with the help of ""Nature"" around you! Food is very good! Overall management is helpful.Must visit once!"
a year ago,Very beautiful Krishna bhagwan Mandir temple …,2023-05-19,Very beautiful Krishna bhagwan Mandir temple …
11 months ago,Everyone must visit this place and you will fall in love. …,2023-06-23,Everyone must visit this place and you will fall in love. …
a year ago,Is an ISKON property where they have integrated the Mayapur and Vrindavan experience for the visitors. …,2023-05-19,Is an ISKON property where they have integrated the Mayapur and Vrindavan experience for the visitors. …
a year ago,I love it ... It's tooo awesome …,2023-05-19,I love it ... It's tooo awesome …
2 years ago,"Hare Krishna. If you consider Vrindavan  heaven on earth, experience a small piece of it at GEV. Its still WIP, but spiritually complete.",2022-05-19,"Hare Krishna. If you consider Vrindavan  heaven on earth, experience a small piece of it at GEV. Its still WIP, but spiritually complete."
2 years ago,One of the most beautiful and elegant place i visited which I would like to visit again soon with friends and family,2022-05-19,One of the most beautiful and elegant place i visited which I would like to visit again soon with friends and family
3 years ago,Very beautiful place! Had a wonderful experience here. It's very peaceful! Must visit!!,2021-05-19,Very beautiful place! Had a wonderful experience here. It's very peaceful! Must visit!!
a year ago,Best places I have ever visited a peaceful place huge temple,2023-05-19,Best places I have ever visited a peaceful place huge temple
a year ago,"So nice place, good food, surrounding and nice explanation about श्री krishna stories …",2023-05-19,"So nice place, good food, surrounding and nice explanation about श्री krishna stories …"
5 years ago,"Had a great time with friends. It is such a peaceful place, one feels content here. This place has its own amazing aura.",2019-05-20,"Had a great time with friends. It is such a peaceful place, one feels content here. This place has its own amazing aura."
6 years ago,Fascinated to see the pictures and impressed by the green environment. Would like to visit the GEV during my stay in Mumbai sometimes in the coming week.,2018-05-20,Fascinated to see the pictures and impressed by the green environment. Would like to visit the GEV during my stay in Mumbai sometimes in the coming week.
2 years ago,Best spiritual abode of lord sri krishna ....beautifully manifested vrindavan forest ...all places of vraj...,2022-05-19,Best spiritual abode of lord sri krishna ....beautifully manifested vrindavan forest ...all places of vraj...
5 years ago,I travel around the world  my first impression of Govardhan Eco villageit's the most beutiful and tranquil place you will visitvery nice accommodation friendly monks always going out of their way to help you …,2019-05-20,I travel around the world  my first impression of Govardhan Eco villageit's the most beutiful and tranquil place you will visitvery nice accommodation friendly monks always going out of their way to help you …
5 years ago,Must visit this Divine and serene place. Replica of all temples of Vrindavan present here. Even a Yamuna flows in the campus,2019-05-20,Must visit this Divine and serene place. Replica of all temples of Vrindavan present here. Even a Yamuna flows in the campus
2 years ago,Nice place for peaceful stay,2022-05-19,Nice place for peaceful stay
2 years ago,Beautiful and everything you need for a day's picnic with Parents..Only food is a bit problem over there..,2022-05-19,Beautiful and everything you need for a day's picnic with Parents..Only food is a bit problem over there..
6 years ago,"Naturally devotional, replica of Vrindavan and Govardhan, happy cows and bulls. This is Vrindavan without monkeys, noise,...! Apart from this, some will also appreciate eco friendly project.",2018-05-20,"Naturally devotional, replica of Vrindavan and Govardhan, happy cows and bulls. This is Vrindavan without monkeys, noise,...! Apart from this, some will also appreciate eco friendly project."
3 years ago,The place has a really good ambiance. It's very close to nature. The only thing is pets are not allowed over here,2021-05-19,The place has a really good ambiance. It's very close to nature. The only thing is pets are not allowed over here
a year ago,Nice place 😍 …,2023-05-19,Nice place 😍 …
2 years ago,Manager of hari cafe is so shemless and he don't have any manners to communicate with vistitars.selfish bihevoir of the person.,2022-05-19,Manager of hari cafe is so shemless and he don't have any manners to communicate with vistitars.selfish bihevoir of the person.
4 years ago,It's beautiful place full  of greenery. Very Peaceful and clean... Temple structure is very different. . Very helpful staff.,2020-05-19,It's beautiful place full  of greenery. Very Peaceful and clean... Temple structure is very different. . Very helpful staff.
8 months ago,Nice divine place near Mumbai. …,2023-09-21,Nice divine place near Mumbai. …
2 years ago,Best place I ever visited. Very nice people. Prompt service. You can never forget experience of this place.,2022-05-19,Best place I ever visited. Very nice people. Prompt service. You can never forget experience of this place.
